Particle Type,Pressure (mbar),f1 Peak Frequency (Hz),f2 Peak Frequency (Hz),f3 Peak Frequency (Hz),f1 Radius (m),f2 Radius (m),f3 Radius (m),f1 Mass (kg),f2 Mass (kg),f3 Mass (kg),f1 Damping,f2 Damping,f3 Damping,f1 A Parameter,f2 A Parameter,f3 A Parameter,f1 Conversion Factor (V m^-1),f2 Conversion Factor (V m^-1),f3 Conversion Factor (V m^-1),f1 Signal,f2 Signal,f3 Signal,Noise Floor,f1 Signal-to-noise Value,f2 Signal-to-noise Value,f3 Signal-to-noise Value
25T 500uM Final ZnCl2 SiNP,3.59,119572.0,186941.0,199038.0,1.19e-07,1.1699999999999999e-07,1.06e-07,1.26e-17,1.2000000000000001e-17,8.9e-18,4570.0,4650.0,5140.0,1199000000.0,25000000000.0,5290000000.0,20000.0,88000.0,33000.0,8.989132e-11,9.457234e-10,9.355399e-11,2.2809296e-13,394.0995,4146.219,410.1573
25T 500uM Final ZnCl2 SiNP,3.53,134790.0,216462.0,245368.0,6.29e-08,6.31e-08,6.13e-08,1.88e-18,1.89e-18,1.73e-18,8480.0,8450.0,8710.0,3210000000.0,9420000000.0,3460000000.0,9300.0,16000.0,9100.0,5.1482367e-11,6.416503e-11,2.4000654e-11,2.0571638e-13,250.25896,311.91016,116.668655
25T 500uM Final ZnCl2 SiNP,3.55,135246.0,212115.0,239013.0,7.56e-08,7.780000000000001e-08,6.93e-08,3.26e-18,3.55e-18,2.51e-18,7090.0,6890.0,7730.0,1291000000.0,16990000000.0,2990000000.0,8500.0,32500.0,10800.0,3.873278e-11,1.3946541e-10,2.6525674e-11,2.0624198e-13,187.80261,676.2222,128.61433
25T 500uM Final ZnCl2 SiNP,3.52,139114.0,217620.0,246754.0,1.32e-07,1.5199999999999998e-07,1.1399999999999999e-07,1.7300000000000002e-17,2.67e-17,1.13e-17,4030.0000000000005,3490.0,4640.0,1256000000.0,10040000000.0,1808000000.0,25500.0,96000.0,23100.0,7.2254286e-11,2.776635e-10,2.4539946e-11,2.3605935e-13,306.08524,1176.2444,103.95668
25T 500uM Final ZnCl2 SiNP,3.53,137831.0,217737.0,247044.0,1.34e-07,1.35e-07,1.06e-07,1.8200000000000002e-17,1.8700000000000004e-17,9.000000000000001e-18,3980.0,3940.0,5020.0,563000000.0,7390000000.0,1588000000.0,17600.0,65000.0,18600.0,4.730902e-11,2.5455937e-10,3.8913144e-11,2.1597711e-13,219.04646,1178.6405,180.17253
25T 500uM Final ZnCl2 SiNP,3.51,127009.0,194963.0,212371.0,1.0309999999999999e-07,1.08e-07,6.78e-08,8.300000000000002e-18,9.5e-18,2.3500000000000002e-18,5140.0,4910.0,7810.0,3240000000.0,30800000000.0,2320000000.0,25099.999999999996,85000.0,9200.0,1.263229e-10,1.3531102e-09,2.8355044e-11,2.2432276e-13,563.1301,6031.979,126.402885
25T 500uM Final ZnCl2 SiNP,3.55,125550.0,193285.0,211264.0,9.910000000000001e-08,1.1e-07,6.39e-08,7.3e-18,1e-17,1.9700000000000003e-18,5410.0,4890.0,8390.0,2390000000.0,27000000000.0,1980000000.0,19800.0,81000.0,7500.0,1.716518e-10,1.0520385e-09,3.0197175e-11,2.4083405e-13,712.73895,4368.313,125.38582
25T 500uM Final ZnCl2 SiNP,3.54,132456.0,207357.0,232786.0,8.12e-08,8.97e-08,7.51e-08,4e-18,5.4000000000000005e-18,3.2000000000000003e-18,6590.0,5960.0,7120.0,1066000000.0,18340000000.0,2340000000.0,8900.0,45000.0,11299.999999999998,3.3655814e-11,3.9857312e-10,2.3318375e-11,2.404508e-13,139.96965,1657.6078,96.97774
25T 500uM Final ZnCl2 SiNP,3.58,131120.0,206475.0,232420.0,7.27e-08,7.87e-08,7.07e-08,2.8900000000000004e-18,3.6800000000000004e-18,2.67e-18,7440.0,6870.0,7650.0,767000000.0,14490000000.0,2380000000.0,6000.0,30600.0,10000.0,3.0833145e-11,1.7396914e-10,1.6668819e-11,2.2131255e-13,139.31946,786.079,75.318
25T 500uM Final ZnCl2 SiNP,3.55,134582.0,196688.0,220807.0,8.33e-08,7.250000000000001e-08,7.480000000000001e-08,4.4000000000000005e-18,2.87e-18,3.15e-18,6440.0,7400.0,7170.0,11830000000.0,5740000000.0,3800000000.0,31100.0,16400.0,14200.0,4.0393375e-10,8.781843e-11,4.200887e-11,2.1318295e-13,1894.7751,411.9393,197.05548
25T 500uM Final ZnCl2 SiNP,3.55,132424.0,207511.0,231828.0,8.380000000000001e-08,8.619999999999999e-08,6.86e-08,4.4000000000000005e-18,4.8e-18,2.43e-18,6400.0,6220.0,7820.0,1292000000.0,20510000000.0,2580000000.0,10400.0,44000.0,9800.0,3.2574204e-11,3.667905e-10,2.0626237e-11,2.418477e-13,134.68892,1516.6177,85.28606
25T 500uM Final ZnCl2 SiNP,3.58,134048.0,207597.0,233905.0,8.67e-08,8.48e-08,6.89e-08,4.900000000000001e-18,4.6e-18,2.4700000000000003e-18,6240.0,6380.0,7850.0,2400000000.0,25299999999.999996,2910000000.0,15100.0,47000.0,10500.0,9.5762336e-11,5.3609617e-10,1.7874471e-11,2.3312328e-13,410.77982,2299.6252,76.6739
25T 750uM Final ZnCl2 SiNP,3.53,134625.0,206953.0,232033.0,1.4099999999999998e-07,1.4099999999999998e-07,6.84e-08,2.1000000000000002e-17,2.11e-17,2.4100000000000003e-18,3790.0,3780.0,7800.0,2790000000.0,14660000000.0,874000000.0,43000.0,99000.0,5700.0,2.9232472e-10,5.103266e-10,8.7546186e-12,2.3470407e-13,1245.5034,2174.3406,37.300667
25T 750uM Final ZnCl2 SiNP,3.57,138455.0,215119.0,245305.0,1.69e-07,1.29e-07,1.06e-07,3.6000000000000006e-17,1.6e-17,8.9e-18,3190.0,4200.0,5110.0,9390000000.0,13640000000.000002,2300000000.0,113999.99999999999,79000.0,21900.0,1.0514206e-09,3.0935413e-10,2.8836393e-11,2.3084776e-13,4554.606,1340.0785,124.9152
25T 750uM Final ZnCl2 SiNP,3.5,135284.0,204883.0,227979.99999999997,1.79e-07,1.68e-07,2.0600000000000002e-08,4.3e-17,3.6000000000000006e-17,6.599999999999999e-20,2960.0,3150.0,25700.0,5580000000.0,17210000000.0,840000000.0,99000.0,153000.0,509.99999999999994,1.5838469e-09,5.443763e-10,8.9654537e-13,2.4146006e-13,6559.457,2254.519,3.7130172
25T 750uM Final ZnCl2 SiNP,3.55,127594.0,196664.0,218367.0,1.0049999999999998e-07,9.630000000000001e-08,7.07e-08,7.7e-18,6.7000000000000006e-18,2.67e-18,5330.0,5570.0,7580.0,2142999999.9999998,23700000000.0,2440000000.0,19300.0,59000.0,10200.0,9.819716e-11,5.494634e-10,4.5399726e-11,2.3128946e-13,424.5639,2375.6526,196.28964
25T 750uM Final ZnCl2 SiNP,3.52,135663.0,197689.0,215706.0,1.79e-07,2.0099999999999996e-07,6.54e-08,4.3e-17,6.1e-17,2.11e-18,2970.0,2650.0,8100.0,63300000000.0,71300000000.0,2860000000.0,330000.0,440000.00000000006,9500.0,1.0420949e-08,8.625251e-09,3.542001e-11,3.0674836e-13,33972.31,28118.326,115.46928
25T 750uM Final ZnCl2 SiNP,3.54,132480.0,204808.0,228050.0,8.83e-08,9.449999999999999e-08,6.99e-08,5.200000000000001e-18,6.4000000000000006e-18,2.58e-18,6050.0,5660.0,7650.0,2880000000.0,27000000000.0,2100000000.0,17300.0,60000.0,9200.0,1.0962894e-10,4.111209e-10,1.7085871e-11,2.3589708e-13,464.7321,1742.7977,72.429344
25T 750uM Final ZnCl2 SiNP,3.52,135570.0,216306.0,245565.0,1.1e-07,1.31e-07,1e-07,1e-17,1.68e-17,7.5e-18,4850.0,4070.0000000000005,5320.0,157800000.0,4260000000.0,1165000000.0,6300.0,46000.0,14100.0,7.317553e-12,1.6156365e-10,2.700401e-11,2.0827445e-13,35.134182,775.7248,129.6559
25T 750uM Final ZnCl2 SiNP,3.51,132530.0,212103.0,240129.0,7.31e-08,7.45e-08,6.36e-08,2.9500000000000005e-18,3.1200000000000003e-18,1.94e-18,7250.0,7110.0,8340.0,3150000000.0,8800000000.0,2670000000.0,12400.0,21600.0,8700.0,1.4215965e-10,1.3429731e-10,1.7954884e-11,2.0976936e-13,677.695,640.2141,85.59345
25T 750uM Final ZnCl2 SiNP,3.57,120686.0,185915.0,201450.0,1.094e-07,1.1799999999999998e-07,9.03e-08,9.900000000000001e-18,1.24e-17,5.5e-18,4930.0,4570.0,5980.0,1585000000.0,23800000000.0,3270000000.0,19600.0,88000.0,19100.0,1.245617e-10,5.949477e-10,4.803019e-11,2.2704778e-13,548.61444,2620.3635,211.54222
25T 750uM Final ZnCl2 SiNP,3.59,133612.0,207739.0,233430.0,8.57e-08,7.87e-08,6.71e-08,4.7000000000000004e-18,3.6800000000000004e-18,2.28e-18,6330.0,6890.0,8080.0,1881000000.0,21490000000.0,2630000000.0,13100.0,37000.0,9500.0,9.8015436e-11,2.2436339e-10,3.4815196e-11,2.2437694e-13,436.83383,999.9396,155.16388
25T 750uM Final ZnCl2 SiNP,3.58,134416.0,215728.0,245149.0,4.8399999999999997e-08,6.59e-08,6.000000000000001e-08,8.5999999999999995e-19,2.15e-18,1.63e-18,11170.0,8210.0,9020.0,250999999.99999997,9010000000.0,2860000000.0,1520.0,16900.0,7900.0,2.9171795e-12,7.783571e-11,1.038401e-11,2.3194803e-13,12.576867,335.5739,44.768692
25T 750uM Final ZnCl2 SiNP,3.59,126542.0,194865.0,216786.0,9.53e-08,9.34e-08,7.5e-08,6.500000000000001e-18,6.200000000000001e-18,3.1800000000000004e-18,5690.0,5800.0,7230.0,1927000000.0,23200000000.0,2920000000.0,16299.999999999998,54000.0,12500.0,8.585752e-11,5.970908e-10,3.682042e-11,2.3054489e-13,372.41132,2589.9114,159.71042
25T 750uM Final ZnCl2 SiNP,3.56,129774.0,201465.0,225190.0,8.92e-08,9.32e-08,7.320000000000001e-08,5.4000000000000005e-18,6.1e-18,2.96e-18,6030.0,5770.0,7350.0,1878000000.0,20690000000.0,2250000000.0,14200.0,51000.0,10400.0,8.566907e-11,3.9597264e-10,1.6083353e-11,2.275076e-13,376.55475,1740.481,70.693695
25T 750uM Final ZnCl2 SiNP,3.59,127916.0,197913.0,219262.0,9.31e-08,9.38e-08,6.34e-08,6.1e-18,6.200000000000001e-18,1.92e-18,5820.0,5780.0,8560.0,2158000000.0,26300000000.0,1880000000.0,16500.0,58000.0,7100.0,1.0557008e-10,4.99013e-10,3.2422433e-11,2.3346174e-13,452.19434,2137.451,138.87686
25T 750uM Final ZnCl2 SiNP,3.51,124235.0,191510.0,206721.0,1.1299999999999998e-07,1.09e-07,6.769999999999999e-08,1.0800000000000001e-17,9.800000000000002e-18,2.3300000000000003e-18,4700.0,4860.0,7840.0,2500000000.0,30400000000.0,3520000000.0,26400.0,86000.0,11299.999999999998,1.7051122e-10,1.1802576e-09,3.591156e-11,2.4767338e-13,688.4519,4765.379,144.99564
25T 750uM Final ZnCl2 SiNP,3.54,134667.0,218441.0,249941.0,2.96e-08,5.46e-08,4.6799999999999996e-08,1.95e-19,1.23e-18,7.7e-19,18100.0,9790.0,11430.0,169000000.0,5350000000.0,2480000000.0,470.0,9000.0,4500.0,7.178621e-13,1.8323792e-11,1.2473839e-11,2.328833e-13,3.0824971,78.6823,53.56262
25T 750uM Final ZnCl2 SiNP,3.51,136882.0,198773.0,217662.0,1.8899999999999999e-07,1.9199999999999997e-07,1.26e-07,5.1e-17,5.3000000000000005e-17,1.51e-17,2810.0,2760.0,4210.0,62900000000.0,76900000000.0,4680000000.0,370000.0,420000.0,45000.0,1.4706722e-08,5.9081215e-09,1.8233572e-10,3.0291153e-13,48551.21,19504.445,601.9438
25T 750uM Final ZnCl2 SiNP,3.51,125978.0,193843.0,228337.0,4.09e-08,9.1e-08,4.92e-08,5.2e-19,5.7000000000000005e-18,9e-19,13000.0,5830.0,10800.0,488000000.0,9420000000.0,6440000000.0,1530.0,33300.0,8000.0,5.431622e-12,1.9649643e-10,2.9891405e-11,2.287706e-13,23.742659,858.92346,130.66106
25T 750uM Final ZnCl2 SiNP,3.55,133003.0,208438.0,239233.0,5.6399999999999995e-08,7.4e-08,6.440000000000001e-08,1.3500000000000001e-18,3.0600000000000003e-18,2.01e-18,9510.0,7240.0,8330.0,659000000.0,12250000000.0,4019999999.9999995,3360.0,25000.0,10800.0,9.111941e-12,1.1978747e-10,2.706194e-11,2.1787468e-13,41.821938,549.79987,124.20874
25T 750uM Final ZnCl2 SiNP,3.52,135606.0,205609.0,229240.00000000003,1.9199999999999997e-07,1.93e-07,3.21e-08,5.400000000000001e-17,5.400000000000001e-17,2.48e-19,2760.0,2750.0,16600.0,4890000000.0,17140000000.0,662000000.0,107000.0,202000.0,1090.0,1.2000404e-09,1.6772719e-09,4.1005333e-12,2.4164622e-13,4966.1045,6941.0225,16.96916
25T 750uM Final ZnCl2 SiNP,3.51,138490.0,221508.0,253475.0,8.630000000000001e-08,1.0249999999999998e-07,8.460000000000002e-08,4.8e-18,8.1e-18,4.6e-18,6140.0,5170.0,6270.0,417000000.0,9880000000.0,2970000000.0,6300.0,43000.0,16200.000000000002,1.5364167e-11,2.6435687e-10,2.4822746e-11,2.2406687e-13,68.56956,1179.8124,110.78276
25T 750uM Final ZnCl2 SiNP,3.53,131638.0,204525.0,228261.0,8.960000000000001e-08,9.519999999999999e-08,7.18e-08,5.4000000000000005e-18,6.500000000000001e-18,2.79e-18,5950.0,5600.0,7420.0,1749000000.0,22030000000.0,2320000000.0,13899.999999999998,56000.0,10300.0,1.4112213e-10,4.306441e-10,2.4116067e-11,2.4278038e-13,581.27484,1773.8011,99.33285
25T 750uM Final ZnCl2 SiNP,3.56,130569.0,205163.0,230448.0,6.92e-08,7.97e-08,6.64e-08,2.5e-18,3.8e-18,2.21e-18,7770.0,6740.0,8090.0,691000000.0,15250000000.0,2530000000.0,5200.0,32300.0,9100.0,8.380211e-12,1.6595293e-10,1.0705712e-11,2.2769373e-13,36.80475,728.8428,47.018036
25T 750uM Final ZnCl2 SiNP,3.51,131267.0,204154.0,228968.0,7.87e-08,8.500000000000001e-08,6.54e-08,3.6700000000000005e-18,4.6e-18,2.11e-18,6740.0,6240.0,8100.0,1687000000.0,21600000000.0,2440000000.0,10500.0,44000.0,8700.0,5.302253e-11,4.850248e-10,2.258795e-11,2.407911e-13,220.20137,2014.297,93.80724
25T 750uM Final ZnCl2 SiNP,3.54,136011.0,211536.0,238265.0,1.44e-07,1.5e-07,1.06e-07,2.27e-17,2.5600000000000002e-17,9.000000000000001e-18,3700.0,3560.0,5030.0,1338000000.0,11030000000.0,1235000000.0,32000.0,98000.0,16400.0,1.8685814e-10,7.5205453e-10,3.814662e-11,2.3709035e-13,788.1305,3172.0166,160.89487
25T 750uM Final ZnCl2 SiNP,3.53,122805.0,189905.0,204523.0,1.056e-07,1.1599999999999999e-07,7.690000000000001e-08,8.9e-18,1.16e-17,3.4e-18,5050.0,4620.0,6940.0,1925000000.0,28400000000.0,4000000000.0,20200.0,93000.0,15400.0,1.0252295e-10,5.250328e-10,7.9192486e-11,2.351381e-13,436.01163,2232.8699,336.79138
25T 750uM Final ZnCl2 SiNP,3.58,138409.0,211151.0,236000.0,1.63e-07,1.63e-07,4.72e-08,3.3e-17,3.3e-17,7.9e-19,3240.0,3240.0,11200.000000000002,5030000000.0,20030000000.0,1048000000.0,78000.0,156000.0,3000.0,7.378272e-10,7.4500106e-10,6.755697e-12,2.6355128e-13,2799.5583,2826.7783,25.633331
25T 750uM Final ZnCl2 SiNP,3.55,128831.0,198724.0,219236.0,9.94e-08,9.73e-08,6.85e-08,7.4e-18,7e-18,2.43e-18,5390.0,5510.0,7820.0,3170000000.0,28100000000.0,2460000000.0,22900.0,65000.0,9600.0,1.4135063e-10,8.780419e-10,2.7300788e-11,2.4583585e-13,574.97974,3571.6594,111.05292
